cod_condicao_pagamento;cod_pessoa_cliente;cod_pessoa_representante;dta_emissao;seq_pre_venda;val_total_pre_venda
2;1;685;15/07/2017 00:00;49764;190,8
2;1;685;15/07/2017 00:00;49765;80
2;1;685;15/07/2017 00:00;49766;22
2;1;685;15/07/2017 00:00;49768;8,5
2;1;685;15/07/2017 00:00;49771;12
2;1;685;15/07/2017 00:00;49776;140,45
2;1;685;15/07/2017 00:00;49777;80,68
2;1;685;15/07/2017 00:00;49779;349,7
2;1;685;15/07/2017 00:00;49781;27
2;1;685;15/07/2017 00:00;49782;62,8
2;1;685;15/07/2017 00:00;49784;99
2;1;685;15/07/2017 00:00;49785;278
2;1;685;15/07/2017 00:00;49787;47,6
2;1;685;15/07/2017 00:00;49789;105
2;1;685;15/07/2017 00:00;49790;25
2;1;685;15/07/2017 00:00;49793;69,68
2;1;685;15/07/2017 00:00;49794;25
2;1;685;15/07/2017 00:00;49795;80,5
2;1;685;15/07/2017 00:00;49797;348,65
2;1;685;15/07/2017 00:00;49798;278
2;1;685;15/07/2017 00:00;49802;210
2;1;685;15/07/2017 00:00;49804;65
2;1;685;15/07/2017 00:00;49806;88,5
2;1;685;15/07/2017 00:00;49811;199,93
2;1;685;15/07/2017 00:00;49812;181,99
2;1;685;15/07/2017 00:00;49813;68,5
2;1;685;15/07/2017 00:00;49817;51,98
2;1;685;17/07/2017 00:00;49523;22
2;1;685;17/07/2017 00:00;49524;101,9
2;1;685;17/07/2017 00:00;49526;26,4
2;1;685;17/07/2017 00:00;49528;29
2;1;685;17/07/2017 00:00;49536;278
2;1;685;17/07/2017 00:00;49538;22
2;1;685;17/07/2017 00:00;49540;108
2;1;685;17/07/2017 00:00;49544;250,72
2;1;685;17/07/2017 00:00;49546;144
2;1;685;17/07/2017 00:00;49547;160,75
2;1;685;17/07/2017 00:00;49548;81
2;1;685;17/07/2017 00:00;49550;60,37
2;1;685;17/07/2017 00:00;49566;301,8
2;1;685;17/07/2017 00:00;49622;136
2;1;685;17/07/2017 00:00;49625;31,14
2;1;685;17/07/2017 00:00;49629;69,5
2;1;685;17/07/2017 00:00;49630;94
2;1;685;17/07/2017 00:00;49639;102,42
2;1;685;17/07/2017 00:00;49649;22
2;1;685;17/07/2017 00:00;49650;32,5
2;1;685;17/07/2017 00:00;49651;20
2;1;685;17/07/2017 00:00;49652;51,8
2;1;685;17/07/2017 00:00;49653;60
2;1;685;17/07/2017 00:00;49654;129,14
2;1;685;18/07/2017 00:00;49819;167,16
2;1;685;18/07/2017 00:00;49820;155,4
2;1;685;18/07/2017 00:00;49821;56,64
2;1;685;18/07/2017 00:00;49826;154
2;1;685;18/07/2017 00:00;49828;118
2;1;685;18/07/2017 00:00;49830;63,64
2;1;685;18/07/2017 00:00;49832;60,14
2;1;685;18/07/2017 00:00;49834;66
2;1;685;18/07/2017 00:00;49836;313
2;1;685;18/07/2017 00:00;49837;237,18
2;1;685;18/07/2017 00:00;49838;23,8
2;1;685;18/07/2017 00:00;49841;146
2;1;685;18/07/2017 00:00;49843;86,87
2;1;685;18/07/2017 00:00;49845;116,61
2;1;685;18/07/2017 00:00;49846;47
2;1;685;18/07/2017 00:00;49847;69,5
2;1;685;18/07/2017 00:00;49853;85,8
2;1;685;18/07/2017 00:00;49855;23,8
2;1;685;18/07/2017 00:00;49858;17
2;1;685;18/07/2017 00:00;49859;31,14
2;1;685;18/07/2017 00:00;49862;150,12
2;1;685;18/07/2017 00:00;49863;69,5
2;1;685;18/07/2017 00:00;49865;19,8
2;1;685;18/07/2017 00:00;49866;119,6
2;1;685;18/07/2017 00:00;49871;155,48
2;1;685;18/07/2017 00:00;49872;119,5
2;1;685;18/07/2017 00:00;49873;40,56
2;1;685;18/07/2017 00:00;49875;98
2;1;685;18/07/2017 00:00;49876;51
2;1;685;18/07/2017 00:00;49878;210
2;1;685;18/07/2017 00:00;49881;15
2;1;685;18/07/2017 00:00;49887;50
2;1;685;19/07/2017 00:00;49904;18,5
2;1;685;19/07/2017 00:00;49906;10
2;1;685;19/07/2017 00:00;49909;29
2;1;685;19/07/2017 00:00;49911;83,5
2;1;685;19/07/2017 00:00;49913;163,5
2;1;685;19/07/2017 00:00;49914;29
2;1;685;19/07/2017 00:00;49916;123
2;1;685;19/07/2017 00:00;49919;15
2;1;685;19/07/2017 00:00;49923;77,3
2;1;685;19/07/2017 00:00;49930;134,8
2;1;685;19/07/2017 00:00;49931;210
2;1;685;19/07/2017 00:00;49933;210
2;1;685;19/07/2017 00:00;49934;38,87
2;1;685;19/07/2017 00:00;49935;107,6
2;1;685;19/07/2017 00:00;49936;29
2;1;685;19/07/2017 00:00;49937;856
2;1;685;19/07/2017 00:00;49938;22
2;1;685;19/07/2017 00:00;49939;614,26
2;1;685;19/07/2017 00:00;49940;105
2;1;685;19/07/2017 00:00;49941;312
2;1;685;19/07/2017 00:00;49942;55,68
2;1;685;19/07/2017 00:00;49943;36,5
2;1;685;19/07/2017 00:00;49944;248,87
2;1;685;19/07/2017 00:00;49945;35
2;1;685;19/07/2017 00:00;49946;15
2;1;685;19/07/2017 00:00;49947;30
2;1;685;19/07/2017 00:00;49952;123
2;1;685;19/07/2017 00:00;49953;164,5
2;1;685;19/07/2017 00:00;49967;47,6
2;1;685;19/07/2017 00:00;49969;25
2;1;685;19/07/2017 00:00;49971;35,5
2;1;685;20/07/2017 00:00;50021;134
2;1;685;20/07/2017 00:00;50064;207,24
2;1;685;20/07/2017 00:00;50066;362,67
2;1;685;20/07/2017 00:00;50069;84,03
2;1;685;20/07/2017 00:00;50075;86
2;1;685;20/07/2017 00:00;50077;156,86
2;1;685;20/07/2017 00:00;50082;32,5
2;1;685;20/07/2017 00:00;50089;138
2;1;685;20/07/2017 00:00;50093;29
2;1;685;20/07/2017 00:00;50094;49,98
2;1;685;20/07/2017 00:00;50098;105
2;1;685;20/07/2017 00:00;50099;22
2;1;685;20/07/2017 00:00;50101;167,37
2;1;685;20/07/2017 00:00;50106;31,14
2;1;685;20/07/2017 00:00;50129;137,26
2;1;685;20/07/2017 00:00;50130;223,36
2;1;685;20/07/2017 00:00;50131;23,88
2;1;685;20/07/2017 00:00;50132;31,14
2;1;685;20/07/2017 00:00;50133;81,2
2;1;685;20/07/2017 00:00;50134;354,6
2;1;685;20/07/2017 00:00;50135;39,6
2;1;685;20/07/2017 00:00;50136;109,85
2;1;685;20/07/2017 00:00;50137;105
2;1;685;20/07/2017 00:00;50138;90,55
2;1;685;20/07/2017 00:00;50139;140
2;1;685;20/07/2017 00:00;50140;210
2;1;685;20/07/2017 00:00;50141;70,02
2;1;685;20/07/2017 00:00;50142;105
2;1;685;20/07/2017 00:00;50143;26,2
2;1;685;20/07/2017 00:00;50144;210
2;1;685;20/07/2017 00:00;50145;210
2;1;685;20/07/2017 00:00;50146;52
2;1;685;20/07/2017 00:00;50147;22,7
2;1;685;20/07/2017 00:00;50148;19,8
2;1;685;20/07/2017 00:00;50149;68
2;1;685;20/07/2017 00:00;50150;14
2;1;685;20/07/2017 00:00;50151;18
2;1;685;20/07/2017 00:00;50152;36
2;1;685;20/07/2017 00:00;50153;3412,98
2;1;685;20/07/2017 00:00;50154;47
2;1;685;20/07/2017 00:00;50155;38,87
2;1;685;20/07/2017 00:00;50156;20
2;1;685;20/07/2017 00:00;50157;83,65
2;1;685;20/07/2017 00:00;50158;93,45
2;1;685;20/07/2017 00:00;50159;13,5
2;1;685;20/07/2017 00:00;50160;210
2;1;685;21/07/2017 00:00;50169;239
2;1;685;21/07/2017 00:00;50170;109,3
2;1;685;21/07/2017 00:00;50171;27
2;1;685;21/07/2017 00:00;50179;122
2;1;685;21/07/2017 00:00;50181;58
2;1;685;21/07/2017 00:00;50194;177
2;1;685;21/07/2017 00:00;50204;130,17
2;1;685;21/07/2017 00:00;50205;94
2;1;685;21/07/2017 00:00;50209;54,42
2;1;685;21/07/2017 00:00;50210;183,61
2;1;685;21/07/2017 00:00;50233;119,4
2;1;685;21/07/2017 00:00;50235;172,94
2;1;685;21/07/2017 00:00;50238;95,2
2;1;685;21/07/2017 00:00;50241;210
2;1;685;21/07/2017 00:00;50244;53
2;1;685;21/07/2017 00:00;50246;294,66
2;1;685;21/07/2017 00:00;50247;210
2;1;685;21/07/2017 00:00;50248;210
2;1;685;21/07/2017 00:00;50255;108
2;1;685;21/07/2017 00:00;50283;19,8
2;1;685;21/07/2017 00:00;50290;22
2;1;685;21/07/2017 00:00;50295;154,52
2;1;685;21/07/2017 00:00;50298;315
2;1;685;21/07/2017 00:00;50299;42,5
2;1;685;21/07/2017 00:00;50314;411,64
2;1;685;21/07/2017 00:00;50319;87,67
2;1;685;21/07/2017 00:00;50321;105
2;1;685;21/07/2017 00:00;50323;128
2;1;685;21/07/2017 00:00;50332;105
2;1;685;21/07/2017 00:00;50333;29
2;1;685;21/07/2017 00:00;50334;47,76
2;1;685;21/07/2017 00:00;50335;39
2;1;685;21/07/2017 00:00;50336;237,9
2;1;685;21/07/2017 00:00;50337;74,9
2;1;685;21/07/2017 00:00;50338;22
2;1;685;21/07/2017 00:00;50339;138
2;1;685;21/07/2017 00:00;50340;337,4
2;1;685;21/07/2017 00:00;50341;27
2;1;685;21/07/2017 00:00;50342;20
2;1;685;22/07/2017 00:00;50357;107,6
2;1;685;22/07/2017 00:00;50359;236,4
2;1;685;22/07/2017 00:00;50360;338,64
2;1;685;22/07/2017 00:00;50361;88,2
2;1;685;22/07/2017 00:00;50364;35,4
2;1;685;22/07/2017 00:00;50365;70,5
2;1;685;22/07/2017 00:00;50366;57,28
2;1;685;22/07/2017 00:00;50373;22
2;1;685;22/07/2017 00:00;50374;29
2;1;685;22/07/2017 00:00;50375;134,35
2;1;685;22/07/2017 00:00;50376;109,3
2;1;685;22/07/2017 00:00;50377;66
2;1;685;22/07/2017 00:00;50378;135
2;1;685;22/07/2017 00:00;50379;47,76
2;1;685;22/07/2017 00:00;50380;77,8
2;1;685;22/07/2017 00:00;50381;77,74
2;1;685;22/07/2017 00:00;50382;486,66
2;1;685;22/07/2017 00:00;50383;344
2;1;685;22/07/2017 00:00;50384;23,88
2;1;685;22/07/2017 00:00;50385;155,2
2;1;685;22/07/2017 00:00;50386;67,56
2;1;685;22/07/2017 00:00;50387;105
2;1;685;22/07/2017 00:00;50388;54
2;1;685;22/07/2017 00:00;50389;328
2;1;685;22/07/2017 00:00;50390;92,8
2;1;685;22/07/2017 00:00;50391;39,6
2;1;685;22/07/2017 00:00;50392;479,78
2;1;685;22/07/2017 00:00;50393;75,67
2;1;685;22/07/2017 00:00;50394;145,95
2;1;685;22/07/2017 00:00;50395;19,5
2;1;685;22/07/2017 00:00;50549;20
2;1;685;22/07/2017 00:00;50550;22
2;1;685;22/07/2017 00:00;50551;71,6
2;1;685;22/07/2017 00:00;50552;315
2;1;685;22/07/2017 00:00;50553;10
2;1;685;22/07/2017 00:00;50554;105
2;1;685;22/07/2017 00:00;50555;91,5
2;1;685;22/07/2017 00:00;50556;70,02
2;1;685;22/07/2017 00:00;50559;124
2;1;685;22/07/2017 00:00;50560;1235
2;1;685;22/07/2017 00:00;50561;30
2;1;685;22/07/2017 00:00;50602;23,5
2;1;685;22/07/2017 00:00;50603;47,4
2;1;685;22/07/2017 00:00;50605;22
2;1;685;22/07/2017 00:00;50619;61,4
2;1;685;22/07/2017 00:00;50621;22,68
2;1;685;22/07/2017 00:00;50622;55,03
2;1;685;22/07/2017 00:00;50625;20
2;1;685;22/07/2017 00:00;50627;108
2;1;685;22/07/2017 00:00;50629;65
2;1;685;22/07/2017 00:00;50632;61,87
2;1;685;22/07/2017 00:00;50633;52,3
2;1;685;22/07/2017 00:00;50634;47,6
2;1;685;22/07/2017 00:00;50635;101,4
2;1;685;22/07/2017 00:00;50636;81,4
2;1;685;22/07/2017 00:00;50637;62
2;1;685;22/07/2017 00:00;50639;116,61
2;1;685;22/07/2017 00:00;50640;90
2;1;685;22/07/2017 00:00;50647;68
2;1;685;22/07/2017 00:00;50652;144,66
2;1;685;22/07/2017 00:00;50655;50
2;1;685;22/07/2017 00:00;50658;71,26
2;1;685;22/07/2017 00:00;50660;50
2;1;685;22/07/2017 00:00;50665;155,48
2;1;685;22/07/2017 00:00;50666;47,6
2;1;685;22/07/2017 00:00;50667;436
2;1;685;22/07/2017 00:00;50668;22,68
2;1;685;22/07/2017 00:00;50670;10
2;1;685;22/07/2017 00:00;50671;33,88
2;1;685;22/07/2017 00:00;50672;22
2;1;685;22/07/2017 00:00;50673;116,2
2;1;685;22/07/2017 00:00;50674;241,15
2;1;685;22/07/2017 00:00;50675;19,8
2;1;685;22/07/2017 00:00;50676;262,5
2;1;685;22/07/2017 00:00;50677;15
2;1;685;22/07/2017 00:00;50679;29,9
2;1;685;22/07/2017 00:00;50680;33,9
2;1;685;22/07/2017 00:00;50681;71,64
2;1;685;22/07/2017 00:00;50682;210
2;1;685;22/07/2017 00:00;50683;80
2;1;685;22/07/2017 00:00;50684;54
2;1;685;22/07/2017 00:00;50703;16,6
2;1;685;22/07/2017 00:00;50704;116,61
2;1;685;22/07/2017 00:00;50705;47,76
2;1;685;22/07/2017 00:00;50708;259,7
2;1;685;22/07/2017 00:00;50712;282
2;1;685;22/07/2017 00:00;50713;30
2;1;685;22/07/2017 00:00;50715;58,65
2;1;685;22/07/2017 00:00;50720;607,5
2;1;685;22/07/2017 00:00;50721;236
2;1;685;22/07/2017 00:00;50722;77,74
2;1;685;22/07/2017 00:00;50729;85
2;1;685;22/07/2017 00:00;50730;195
2;1;685;22/07/2017 00:00;50731;210
2;1;685;22/07/2017 00:00;50735;144
2;1;685;24/07/2017 00:00;50506;101,24
2;1;685;24/07/2017 00:00;50507;93,45
2;1;685;24/07/2017 00:00;50508;166,3
2;1;685;24/07/2017 00:00;50509;105
2;1;685;24/07/2017 00:00;50510;29
2;1;685;24/07/2017 00:00;50515;192,36
2;1;685;24/07/2017 00:00;50516;94,3
2;1;685;24/07/2017 00:00;50521;19
2;1;685;24/07/2017 00:00;50522;93,52
2;1;685;24/07/2017 00:00;50524;189,2
2;1;685;24/07/2017 00:00;50526;27
2;1;685;24/07/2017 00:00;50528;213,08
2;1;685;24/07/2017 00:00;50530;171
2;1;685;24/07/2017 00:00;50533;89
2;1;685;24/07/2017 00:00;50535;68
2;1;685;24/07/2017 00:00;50536;51
2;1;685;24/07/2017 00:00;50538;29
2;1;685;24/07/2017 00:00;50541;51
2;1;685;24/07/2017 00:00;50544;75
2;1;685;24/07/2017 00:00;50546;62,3
2;1;685;24/07/2017 00:00;50548;29,4
2;1;685;25/07/2017 00:00;50738;137,22
2;1;685;25/07/2017 00:00;50739;201
2;1;685;25/07/2017 00:00;50740;326,61
2;1;685;25/07/2017 00:00;50741;31,15
2;1;685;25/07/2017 00:00;50742;136
2;1;685;25/07/2017 00:00;50744;26,7
2;1;685;25/07/2017 00:00;50745;28,5
2;1;685;25/07/2017 00:00;50799;126
2;1;685;25/07/2017 00:00;50800;100,1
2;1;685;25/07/2017 00:00;50802;150,47
2;1;685;25/07/2017 00:00;50807;72
2;1;685;25/07/2017 00:00;50816;31,15
2;1;685;25/07/2017 00:00;50822;606,2
2;1;685;25/07/2017 00:00;50825;119,4
2;1;685;25/07/2017 00:00;50827;8,5
2;1;685;25/07/2017 00:00;50828;154,5
2;1;685;25/07/2017 00:00;50831;19,8
2;1;685;25/07/2017 00:00;50833;51,8
2;1;685;25/07/2017 00:00;50834;125,67
2;1;685;25/07/2017 00:00;50840;412
2;1;685;25/07/2017 00:00;50844;64
2;1;685;25/07/2017 00:00;50848;12
2;1;685;25/07/2017 00:00;50855;105
2;1;685;25/07/2017 00:00;50861;210
2;1;685;25/07/2017 00:00;50863;39,6
2;1;685;25/07/2017 00:00;50864;38,87
2;1;685;25/07/2017 00:00;50867;22
2;1;685;25/07/2017 00:00;50869;100,65
2;1;685;25/07/2017 00:00;50871;12
2;1;685;25/07/2017 00:00;50881;305,8
2;1;685;25/07/2017 00:00;50883;122,5
2;1;685;25/07/2017 00:00;50884;108
2;1;685;25/07/2017 00:00;50887;94
2;1;685;25/07/2017 00:00;50888;88,5
2;1;685;25/07/2017 00:00;50893;72
2;1;685;25/07/2017 00:00;50895;24
2;1;685;25/07/2017 00:00;50899;22
2;1;685;26/07/2017 00:00;50878;210
2;1;685;26/07/2017 00:00;50902;110
2;1;685;26/07/2017 00:00;50903;29
2;1;685;26/07/2017 00:00;50904;212,1
2;1;685;26/07/2017 00:00;50905;51
2;1;685;26/07/2017 00:00;50906;37,5
2;1;685;26/07/2017 00:00;50907;38,87
2;1;685;26/07/2017 00:00;50908;117,2
2;1;685;26/07/2017 00:00;50909;47,76
2;1;685;26/07/2017 00:00;50910;141,4
2;1;685;26/07/2017 00:00;50911;47
2;1;685;26/07/2017 00:00;50912;230,59
2;1;685;26/07/2017 00:00;50913;206
2;1;685;26/07/2017 00:00;50914;27,3
2;1;685;26/07/2017 00:00;50915;58
2;1;685;26/07/2017 00:00;50916;152,16
2;1;685;26/07/2017 00:00;50917;21
2;1;685;26/07/2017 00:00;50918;106,88
2;1;685;26/07/2017 00:00;50919;116,61
2;1;685;26/07/2017 00:00;50920;54,5
2;1;685;26/07/2017 00:00;50921;17
2;1;685;26/07/2017 00:00;50922;210
2;1;685;26/07/2017 00:00;50923;6
2;1;685;26/07/2017 00:00;50935;363,04
2;1;685;26/07/2017 00:00;50942;105
2;1;685;26/07/2017 00:00;50944;58
2;1;685;26/07/2017 00:00;50946;92,55
2;1;685;26/07/2017 00:00;50948;22,7
2;1;685;26/07/2017 00:00;50951;188,6
2;1;685;26/07/2017 00:00;50952;62,3
2;1;685;26/07/2017 00:00;50954;154,2
2;1;685;26/07/2017 00:00;50956;75,2
2;1;685;26/07/2017 00:00;50958;315
2;1;685;26/07/2017 00:00;50959;228
2;1;685;26/07/2017 00:00;50961;191,05
2;1;685;27/07/2017 00:00;50981;116,61
2;1;685;27/07/2017 00:00;50982;90,7
2;1;685;27/07/2017 00:00;50983;29
2;1;685;27/07/2017 00:00;51032;484
2;1;685;27/07/2017 00:00;51034;97,2
2;1;685;27/07/2017 00:00;51040;70,74
2;1;685;27/07/2017 00:00;51048;312
2;1;685;27/07/2017 00:00;51057;80
2;1;685;27/07/2017 00:00;51072;59,4
2;1;685;27/07/2017 00:00;51081;49,7
2;1;685;27/07/2017 00:00;51082;149,87
2;1;685;27/07/2017 00:00;51084;181,5
2;1;685;27/07/2017 00:00;51085;80
2;1;685;27/07/2017 00:00;51086;851
2;1;685;27/07/2017 00:00;51087;25
2;1;685;27/07/2017 00:00;51088;101,17
2;1;685;27/07/2017 00:00;51089;648,8
2;1;685;27/07/2017 00:00;51090;207,15
2;1;685;27/07/2017 00:00;51091;25
2;1;685;27/07/2017 00:00;51093;120,92
2;1;685;27/07/2017 00:00;51094;189,14
2;1;685;27/07/2017 00:00;51095;929,6
2;1;685;27/07/2017 00:00;51096;35,8
2;1;685;27/07/2017 00:00;51097;83,2
2;1;685;27/07/2017 00:00;51098;61
2;1;685;27/07/2017 00:00;51099;38,87
2;1;685;27/07/2017 00:00;51100;33,5
2;1;685;27/07/2017 00:00;51105;46,3
2;1;685;27/07/2017 00:00;51109;62,3
2;1;685;27/07/2017 00:00;51110;29
2;1;685;28/07/2017 00:00;51192;96,48
2;1;685;28/07/2017 00:00;51193;245
2;1;685;28/07/2017 00:00;51196;58
2;1;685;28/07/2017 00:00;51217;218
2;1;685;28/07/2017 00:00;51251;70
2;1;685;28/07/2017 00:00;51264;37
2;1;685;28/07/2017 00:00;51265;151,68
2;1;685;28/07/2017 00:00;51266;22,68
2;1;685;28/07/2017 00:00;51267;218
2;1;685;28/07/2017 00:00;51268;87
2;1;685;28/07/2017 00:00;51269;388,6
2;1;685;28/07/2017 00:00;51270;129,84
2;1;685;28/07/2017 00:00;51271;218
2;1;685;28/07/2017 00:00;51292;99,64
2;1;685;28/07/2017 00:00;51293;30
2;1;685;28/07/2017 00:00;51294;407,6
2;1;685;28/07/2017 00:00;51295;101,24
2;1;685;28/07/2017 00:00;51296;109
2;1;685;28/07/2017 00:00;51297;93,6
2;1;685;28/07/2017 00:00;51298;106,27
2;1;685;28/07/2017 00:00;51299;54
2;1;685;28/07/2017 00:00;51300;237,48
2;1;685;28/07/2017 00:00;51301;126,75
2;1;685;28/07/2017 00:00;51303;23,6
2;1;685;28/07/2017 00:00;51305;62,28
2;1;685;28/07/2017 00:00;51306;94,67
2;1;685;28/07/2017 00:00;51416;105,87
2;1;685;28/07/2017 00:00;51419;71,4
2;1;685;28/07/2017 00:00;51421;28,3
2;1;685;28/07/2017 00:00;51422;1215
2;1;685;28/07/2017 00:00;51423;38,87
2;1;685;28/07/2017 00:00;51424;47
2;1;685;28/07/2017 00:00;51425;109
2;1;685;28/07/2017 00:00;51426;83,64
2;1;685;28/07/2017 00:00;51427;63,4
2;1;685;28/07/2017 00:00;51428;55,05
2;1;685;28/07/2017 00:00;51429;70,8
2;1;685;28/07/2017 00:00;51430;25
2;1;685;28/07/2017 00:00;51431;200
2;1;685;28/07/2017 00:00;51432;50,5
2;1;685;28/07/2017 00:00;51433;119
2;1;685;28/07/2017 00:00;51434;21
2;1;685;28/07/2017 00:00;51435;37,5
2;1;685;29/07/2017 00:00;51302;201
2;1;685;29/07/2017 00:00;51468;42
2;1;685;29/07/2017 00:00;51472;54,4
2;1;685;29/07/2017 00:00;51474;324,5
2;1;685;29/07/2017 00:00;51476;466,44
2;1;685;29/07/2017 00:00;51484;160,77
2;1;685;29/07/2017 00:00;51485;214,58
2;1;685;29/07/2017 00:00;51487;67,76
2;1;685;29/07/2017 00:00;51488;29
2;1;685;29/07/2017 00:00;51489;39,8
2;1;685;29/07/2017 00:00;51490;68
2;1;685;29/07/2017 00:00;51491;123
2;1;685;29/07/2017 00:00;51492;654
2;1;685;29/07/2017 00:00;51493;111,24
2;1;685;29/07/2017 00:00;51495;54,6
2;1;685;29/07/2017 00:00;51496;50
2;1;685;29/07/2017 00:00;51506;204
2;1;685;29/07/2017 00:00;51508;66
2;1;685;29/07/2017 00:00;51510;67
2;1;685;29/07/2017 00:00;51512;218
2;1;685;29/07/2017 00:00;51515;109
2;1;685;29/07/2017 00:00;51516;250,76
2;1;685;29/07/2017 00:00;51518;218
2;1;685;29/07/2017 00:00;51521;545
2;1;685;29/07/2017 00:00;51522;173,36
2;1;685;29/07/2017 00:00;51525;42
2;1;685;29/07/2017 00:00;51526;109
2;1;685;29/07/2017 00:00;51527;109,42
2;1;685;29/07/2017 00:00;51535;129,8
2;1;685;29/07/2017 00:00;51537;25
2;1;685;29/07/2017 00:00;51539;31,14
2;1;685;29/07/2017 00:00;51540;25,9
2;1;685;29/07/2017 00:00;51541;25
2;1;685;29/07/2017 00:00;51542;109
2;1;685;29/07/2017 00:00;51546;218,7
2;1;685;29/07/2017 00:00;51552;47,6
2;1;685;29/07/2017 00:00;51554;81
2;1;685;29/07/2017 00:00;51555;66
2;1;685;29/07/2017 00:00;51558;288,3
2;1;685;29/07/2017 00:00;51559;107
2;1;685;29/07/2017 00:00;51561;22
2;1;685;29/07/2017 00:00;51564;42
2;1;685;29/07/2017 00:00;51567;209,4
2;1;685;29/07/2017 00:00;51569;89,81
2;1;685;29/07/2017 00:00;51572;51
2;1;685;29/07/2017 00:00;51582;49,6
2;1;685;29/07/2017 00:00;51583;78,14
2;1;685;29/07/2017 00:00;51595;191,02
2;1;685;29/07/2017 00:00;51597;147,87
2;1;685;29/07/2017 00:00;51598;87
2;1;685;29/07/2017 00:00;51600;278,08
2;1;685;29/07/2017 00:00;51603;73,8
2;1;685;29/07/2017 00:00;51606;50
2;1;685;29/07/2017 00:00;51607;12,6
2;1;685;29/07/2017 00:00;51609;436
2;1;685;29/07/2017 00:00;51611;109
2;1;685;29/07/2017 00:00;51612;167,88
2;1;685;29/07/2017 00:00;51613;142,61
2;1;685;29/07/2017 00:00;51614;20
2;1;685;29/07/2017 00:00;51615;25
2;1;685;29/07/2017 00:00;51617;218
2;1;685;29/07/2017 00:00;51618;109
2;1;685;29/07/2017 00:00;51619;23,88
2;1;685;29/07/2017 00:00;51620;218
2;1;685;29/07/2017 00:00;51621;22,7
2;1;685;29/07/2017 00:00;51622;167,14
2;1;685;29/07/2017 00:00;51623;71,4
2;1;685;29/07/2017 00:00;51628;218
2;1;685;29/07/2017 00:00;51630;379,5
2;1;685;29/07/2017 00:00;51632;317,56
2;1;685;29/07/2017 00:00;51634;101,5
2;1;685;29/07/2017 00:00;51635;101,88
2;1;685;29/07/2017 00:00;51637;93,42
2;1;685;29/07/2017 00:00;51638;177
2;1;685;29/07/2017 00:00;51644;29
2;1;685;31/07/2017 00:00;51314;58
2;1;685;31/07/2017 00:00;51315;27
2;1;685;31/07/2017 00:00;51316;165
2;1;685;31/07/2017 00:00;51318;32,4
2;1;685;31/07/2017 00:00;51323;29
2;1;685;31/07/2017 00:00;51324;11,5
2;1;685;31/07/2017 00:00;51341;159,87
2;1;685;31/07/2017 00:00;51358;19
2;1;685;31/07/2017 00:00;51360;218
2;1;685;31/07/2017 00:00;51361;47,76
2;1;685;31/07/2017 00:00;51363;125,3
2;1;685;31/07/2017 00:00;51364;53,5
2;1;685;31/07/2017 00:00;51372;82,14
2;1;685;31/07/2017 00:00;51375;218,56
2;1;685;31/07/2017 00:00;51376;79
2;1;685;31/07/2017 00:00;51377;91
2;1;685;31/07/2017 00:00;51385;19,8
2;1;685;31/07/2017 00:00;51388;922
2;1;685;31/07/2017 00:00;51395;35,6
2;1;685;31/07/2017 00:00;51399;112,08
2;1;685;31/07/2017 00:00;51400;49,6
2;1;685;31/07/2017 00:00;51436;88
2;1;685;31/07/2017 00:00;51437;47,1
2;1;685;31/07/2017 00:00;51441;38,87
2;1;685;31/07/2017 00:00;51442;20
2;1;685;31/07/2017 00:00;51443;1097,1
2;1;685;31/07/2017 00:00;51444;42
2;1;685;31/07/2017 00:00;51445;98,7
2;1;685;01/08/2017 00:00;51551;47,6
2;1;685;01/08/2017 00:00;51669;29
2;1;685;01/08/2017 00:00;51671;207,5
2;1;685;01/08/2017 00:00;51673;80
2;1;685;01/08/2017 00:00;51675;27
2;1;685;01/08/2017 00:00;51677;62,28
2;1;685;01/08/2017 00:00;51679;348,5
2;1;685;01/08/2017 00:00;51686;78
2;1;685;01/08/2017 00:00;51689;176
2;1;685;01/08/2017 00:00;51694;218
2;1;685;01/08/2017 00:00;51704;109
2;1;685;01/08/2017 00:00;51705;271,82
2;1;685;01/08/2017 00:00;51706;53,14
2;1;685;01/08/2017 00:00;51743;28,5
2;1;685;01/08/2017 00:00;51744;116,61
2;1;685;01/08/2017 00:00;51745;123,5
2;1;685;01/08/2017 00:00;51748;71,27
2;1;685;01/08/2017 00:00;51750;1220,2
2;1;685;01/08/2017 00:00;51752;39
2;1;685;01/08/2017 00:00;51755;359,98
2;1;685;01/08/2017 00:00;51777;115,8
2;1;685;01/08/2017 00:00;51781;85
2;1;685;01/08/2017 00:00;51796;102,54
2;1;685;01/08/2017 00:00;51797;265,65
2;1;685;01/08/2017 00:00;51799;22
2;1;685;02/08/2017 00:00;51652;111
2;1;685;02/08/2017 00:00;51655;28,3
2;1;685;02/08/2017 00:00;51659;62,28
2;1;685;02/08/2017 00:00;51661;81,12
2;1;685;02/08/2017 00:00;51668;19,8
2;1;685;02/08/2017 00:00;51801;90,18
2;1;685;02/08/2017 00:00;51802;165,1
2;1;685;02/08/2017 00:00;51803;260,2
2;1;685;02/08/2017 00:00;51805;32,4
2;1;685;02/08/2017 00:00;51806;130,8
2;1;685;02/08/2017 00:00;51807;111
2;1;685;02/08/2017 00:00;51808;28,5
2;1;685;02/08/2017 00:00;51809;66
2;1;685;02/08/2017 00:00;51810;50,94
