"seq_pre_venda";"cod_item";"qtd_item";"cod_unidade_venda";"val_unitario";"val_desconto_embutido";"val_desconto";"val_total"
39.295;268;2;7;20,28;0;0;40,56
39.270;27;50;7;17,88;0;0;894
39.302;1;1;2;105;0;0;105
36.177;25;10;7;22,8;0;0;228
39.302;7;2;2;64,9;0;0;129,8
39.302;27;2;7;19,8;0;0;39,6
44.900;27;50;7;19,08;0;54;900
33.161;74;1;7;19,8;0;0;19,8
33.161;71;1;7;19,8;0;0;19,8
33.161;64;10;7;22,68;0;0;226,8
33.161;38;20;12;29,94;0;0;598,8
33.161;114;2;7;10,99;0;0;21,98
33.161;115;2;7;10,5;0;0;21
33.161;40;1;12;24,9;0;0;24,9
33.161;47;1;12;23,5;0;0;23,5
33.161;68;1;7;21,48;0;0;21,48
33.185;38;5;12;31,14;0;0;155,7
33.185;181;5;12;33;0;0;165
33.185;60;1;2;29,76;0;0;29,76
33.185;62;5;2;16,992;0;0;84,96
44.100;177;300;36;22,95;0;0;6885
44.100;64;100;7;18,6;0;0;1860
44.100;24;100;7;21,9;0;0;2190
44.100;3;25;2;65;0;0;1625
44.100;38;150;12;28,14;0;0;4221
44.100;26;100;7;17,5;0;0;1750
41.667;27;300;7;17,4;0;0;5220
42.654;418;5;2;105;0;20;505
37.992;15;5;5;60;0;0;300
37.992;37;5;10;38,87;0;0;194,35
37.992;52;2;5;26,5;0;0;53
37.992;64;1;7;22,68;0;0;22,68
37.992;157;1;5;54,9;0;0;54,9
37.992;40;1;12;25,9;0;0;25,9
42.672;37;60;10;38,87;0;124,31;2207,89
42.672;36;15;10;38,87;0;13,82;569,23
42.672;24;20;7;23,88;0;24,02;453,58
37.992;41;1;12;25,9;0;0;25,9
44.358;7;1;2;64,9;0;0;64,9
37.995;37;10;10;38,87;0;0;388,7
37.997;22;15;35;74,16;0;0;1112,4
35.389;37;3;10;38,87;0;0;116,61
35.389;150;1;29;59;0;0;59
35.389;105;1;29;54;0;0;54
35.389;188;1;5;88,992;0;0;88,99
33.040;112;2;1;87,9;0;0;175,8
33.040;52;4;5;25,9;0;0;103,6
33.040;37;50;10;38,87;0;0;1943,5
33.039;367;45;5;21;0;0;945
33.039;99;5;12;36,6;0;0;183
33.039;101;1;2;93,36;0;0;93,36
33.039;64;10;7;22,68;0;0;226,8
33.747;208;1;7;30;0;0;30
33.747;24;1;7;23,88;0;0;23,88
33.747;2;1;2;103;0;0;103
33.747;25;2;7;23,88;0;0;47,76
33.747;292;2;1;7;0;0;14
33.746;37;4;10;40,25;0;0;161
33.746;36;1;10;40,25;0;0;40,25
33.746;52;1;5;25,9;0;0;25,9
33.746;38;2;12;31,25;0;0;62,5
33.746;27;3;7;20,28;0;0;60,84
33.748;52;1;5;25,9;0;0;25,9
33.748;38;2;12;31,14;0;0;62,28
33.748;25;5;7;23,88;0;0;119,4
33.750;7;1;2;68;0;0;68
33.744;102;10;35;138,96;0;0;1389,6
33.743;25;10;7;22,8;0;0;228
33.743;31;10;7;18,6;0;0;186
33.743;52;2;5;25,9;0;0;51,8
33.743;181;5;12;33;0;0;165
33.743;38;5;12;31,14;0;0;155,7
33.741;20;3;35;71,76;0;0;215,28
33.741;384;30;5;19,8;0;0;594
33.741;306;6;1;10,4;0;0;62,4
33.735;27;200;7;17,6;0;0;3520
33.739;2;6;2;105;0;0;630
33.742;27;200;7;17,7;0;0;3540
33.742;99;1;12;36,6;0;0;36,6
33.742;103;1;2;86,88;0;0;86,88
33.171;257;1;5;89;0;0;89
33.171;25;50;7;21,7;0;0;1085
33.191;22;5;35;71,76;0;0;358,8
33.191;262;2;5;58,9;0;0;117,8
33.191;90;2;12;12,9;0;0;25,8
33.191;94;2;12;12,9;0;0;25,8
33.191;84;1;29;23,88;0;0;23,88
33.191;208;1;7;30;0;0;30
33.191;194;5;12;22,9;0;0;114,5
33.191;38;1;12;31,14;0;0;31,14
33.191;102;1;35;141;0;0;141
33.191;25;50;7;22;0;0;1100
35.389;2;1;2;105;0;0;105
35.414;306;6;1;10,4;0;0;62,4
35.414;188;3;1;7,42;0;0;22,26
35.414;179;20;7;35,88;0;0;717,6
35.414;290;4;7;47,88;0;0;191,52
33.196;2;6;2;105;0;0;630
33.196;1;2;2;105;0;0;210
33.196;25;3;7;23,88;0;0;71,64
33.196;93;1;12;13,9;0;0;13,9
33.196;24;2;7;23,88;0;0;47,76
33.196;147;1;2;69,9;0;0;69,9
35.416;52;2;5;26,5;0;0;53
35.416;62;2;2;16,99;0;0;33,98
35.416;37;5;10;38,87;0;0;194,35
35.412;104;2;5;65,88;0;0;131,76
35.412;94;2;12;12,9;0;0;25,8
35.412;52;1;5;26,5;0;0;26,5
33.198;25;5;7;23,88;0;0;119,4
33.200;25;50;7;23,4;0;0;1170
33.200;64;4;7;22,85;0;0;91,4
33.200;65;1;7;23;0;0;23
33.200;66;1;7;22;0;0;22
42.656;60;1;2;29,76;0;0;29,76
42.656;38;1;12;30,54;0;0;30,54
42.656;156;2;1;7,5;0;0;15
35.412;38;2;12;31,14;0;0;62,28
35.412;208;1;7;30;0;0;30
35.412;114;1;7;11;0;0;11
35.412;283;2;7;28,68;0;0;57,36
35.411;177;20;36;23,1;0;0;462
35.411;38;20;12;29,94;0;0;598,8
35.410;27;40;7;18,48;0;0;739,2
35.417;177;20;36;23,25;0;0;465
35.417;27;10;7;19,8;0;0;198
35.415;37;16;10;37,95;0;0;607,2
35.415;147;12;1;3,15;0;0;37,8
35.415;146;12;1;3,15;0;0;37,8
33.200;68;1;7;21,8;0;0;21,8
33.200;94;1;12;13,2;0;0;13,2
33.202;60;1;2;30,5;0;0;30,5
33.202;163;1;20;29,0016;0;0;29
44.358;38;1;12;31;0;0;31
44.358;51;1;12;23,5;0;0;23,5
44.358;306;1;1;10,75;0;0;10,75
44.358;262;1;1;5;0;0;5
37.996;25;5;7;22,8;0;0;114
37.996;1;1;2;105;0;0;105
37.996;157;1;5;54,9;0;0;54,9
41.665;25;30;7;23,4;0;36;666
41.665;24;20;7;23,4;0;11,98;456,02
37.998;27;10;7;18,96;0;0;189,6
33.201;37;4;10;38,87;0;0;155,48
33.201;25;10;7;22,8;0;0;228
33.201;15;2;5;60;0;0;120
33.201;14;1;5;60;0;0;60
33.201;52;1;5;25,9;0;0;25,9
33.201;64;1;7;22,68;0;0;22,68
33.201;38;3;12;31,14;0;0;93,42
37.998;25;10;7;22,8;0;0;228
33.204;7;3;2;67,92;0;0;203,76
33.204;3;3;2;69,84;0;0;209,52
33.204;25;5;7;23,88;0;0;119,4
37.999;52;4;5;26,5;0;0;106
37.999;27;5;7;18,96;0;0;94,8
37.999;64;5;7;22,68;0;0;113,4
33.205;257;2;5;89;0;0;178
33.205;105;1;29;54,2;0;0;54,2
33.203;104;82;1;5,49;0;0;450,18
38.000;2;1;2;105;0;0;105
38.000;27;2;7;20,28;0;0;40,56
38.001;2;4;2;105;0;0;420
33.199;37;60;10;36,8;0;0;2208
33.215;37;50;10;36,8;0;0;1840
33.218;1;2;2;105;0;0;210
33.218;37;4;10;38,875;0;0;155,5
44.358;150;2;1;9,8;0;0;19,6
41.673;25;100;7;23,4;0;148;2192
41.672;37;180;10;38,87;0;372,6;6624
41.677;177;50;36;24,75;0;45;1192,5
41.677;38;26;12;28,74;0;0;747,24
41.676;37;10;10;38,87;0;9,2;379,5
36.178;38;10;12;31,14;0;0;311,4
36.178;25;30;7;21,7;0;0;651
36.175;25;100;7;20,88;0;0;2088
41.666;177;20;36;24,75;0;18;477
33.742;100;1;12;62,94;0;0;62,94
33.742;101;1;2;93,36;0;0;93,36
33.730;38;100;12;29,94;0;0;2994
33.730;64;264;7;18,96;0;0;5005,44
41.666;25;50;7;23,4;0;89,97;1080,03
41.666;24;30;7;23,4;0;17,97;684,03
33.751;37;5;10;39;0;0;195
33.752;27;250;7;18,6;0;0;4650
33.889;180;1000;36;23,9;0;0;23900
33.892;37;25;10;38,87;0;0;971,75
33.892;100;2;12;62,94;0;0;125,88
33.892;99;1;12;36,6;0;0;36,6
33.893;89;5;12;23,88;0;0;119,4
33.893;38;3;12;31,14;0;0;93,42
33.893;42;3;12;27,54;0;0;82,62
33.893;194;4;12;22,98;0;0;91,92
35.419;105;2;1;8,9;0;0;17,8
35.419;62;2;2;16,99;0;0;33,98
35.419;78;1;7;16,68;0;0;16,68
35.419;104;1;5;65,88;0;0;65,88
35.419;188;2;1;7,42;0;0;14,84
35.419;157;2;1;4,58;0;0;9,16
33.209;38;3;12;31,15;0;0;93,45
33.209;41;1;12;24,9;0;0;24,9
33.209;186;2;7;23,88;0;0;47,76
38.005;115;2;7;10,5;0;0;21
38.005;114;1;7;11,5;0;0;11,5
38.005;62;2;2;20;0;0;40
38.005;64;1;7;22,7;0;0;22,7
38.005;54;1;7;39;0;0;39
33.210;2;10;2;102,9;0;0;1029
33.207;178;15;7;36;0;0;540
33.208;25;20;7;23,88;0;0;477,6
38.005;38;1;12;31,25;0;0;31,25
38.005;40;1;12;25,9;0;0;25,9
33.212;51;6;12;23,5;0;0;141
33.212;164;1;7;13,9;0;0;13,9
33.212;40;1;12;24,9;0;0;24,9
33.212;79;1;7;17;0;0;17
33.212;64;1;7;22,68;0;0;22,68
33.212;189;1;7;27;0;0;27
33.213;25;5;7;23,88;0;0;119,4
38.004;1;1;2;105;0;0;105
38.004;38;1;12;31,14;0;0;31,14
33.213;38;6;12;31,14;0;0;186,84
38.004;369;2;29;9;0;0;18
44.356;37;15;10;38,87;0;0;583,05
33.214;38;5;12;31,14;0;0;155,7
33.214;101;12;1;3,89;0;0;46,68
33.214;104;1;5;65,88;0;0;65,88
38.003;38;2;12;31,15;0;0;62,3
38.003;60;1;2;30;0;0;30
38.003;51;1;12;23,5;0;0;23,5
38.003;25;3;7;22,8;0;0;68,4
38.003;37;1;10;38,87;0;0;38,87
38.003;2;1;2;105;0;0;105
36.175;369;1;29;14,94;0;0;14,94
38.008;7;2;2;64,9;0;0;129,8
38.008;27;2;7;19,8;0;0;39,6
36.164;268;10;7;19,8;0;0;198
38.008;163;1;20;30;0;0;30
36.182;177;10;36;23,85;0;0;238,5
36.152;37;10;10;37,95;0;0;379,5
36.152;89;1;12;23,88;0;0;23,88
36.152;84;2;29;23,88;0;0;47,76
36.152;24;4;7;23,88;0;0;95,52
38.008;385;1;1;6,4;0;0;6,4
38.010;7;2;2;64,9;0;0;129,8
38.010;27;2;7;18,96;0;0;37,92
37.990;27;8;7;18,96;0;0;151,68
37.990;7;2;2;64,8984;0;0;129,8
44.356;36;5;10;38,87;0;0;194,35
44.356;27;15;7;19,08;0;0;286,2
44.364;333;1;5;142,68;0;0;142,68
33.217;2;2;2;105;0;0;210
33.217;37;3;10;38,87;0;0;116,61
33.217;25;3;7;22,8;0;0;68,4
33.217;38;2;12;31,14;0;0;62,28
33.219;104;8;1;5,6;0;0;44,8
33.219;44;1;12;21,9;0;0;21,9
33.221;2;1;2;105;0;0;105
33.221;38;1;12;31,5;0;0;31,5
33.221;159;1;12;23,9;0;0;23,9
33.197;347;6;5;72,4;0;0;434,4
33.197;2;8;2;105;0;0;840
33.197;1;3;2;105;0;0;315
33.211;27;300;7;17,5;0;0;5250
33.222;2;2;2;105;0;0;210
33.222;4;1;2;105;0;0;105
41.675;38;133;12;28,14;0;0;3742,62
41.669;37;45;10;36,8;0;0;1656
41.669;36;5;10;36,8;0;0;184
41.669;384;5;5;19,8;0;0;99
41.662;414;1;27;23,76;0;0;23,76
41.662;264;1;12;9;0;0;9
33.755;14;10;5;60;0;0;600
33.753;227;1;1;60;0;0;60
33.749;20;35;35;71,76;0;0;2511,6
33.749;323;10;35;71,76;0;0;717,6
33.749;322;6;35;68,9;0;0;413,4
33.749;141;1;5;262,8;0;0;262,8
33.749;102;2;35;140;0;0;280
33.756;5;1;2;84;0;0;84
33.760;62;1;2;20;0;0;20
33.760;60;1;2;30,5;0;0;30,5
33.760;64;1;7;22,8;0;0;22,8
33.762;14;5;5;60;0;0;300
33.763;14;5;5;60;0;0;300
33.764;14;4;5;60;0;0;240
33.766;2;8;2;105;0;0;840
33.766;25;2;7;23,88;0;0;47,76
33.766;24;1;7;23,88;0;0;23,88
33.766;147;2;2;69,9;0;0;139,8
33.767;52;1;5;27,1;0;0;27,1
33.767;25;1;7;23,88;0;0;23,88
33.758;52;15;5;25,8993333333333;0;0;388,49
33.758;62;15;2;16,992;0;0;254,88
33.758;60;3;2;29,76;0;0;89,28
41.666;129;6;1;8,15;0;0;48,9
41.666;128;6;1;8,15;0;0;48,9
41.666;99;1;12;37,74;0;0;37,74
35.422;37;3;10;38,87;0;0;116,61
35.422;76;1;12;12;0;0;12
35.420;124;1;5;97,8;0;0;97,8
35.420;125;6;1;8,15;0;0;48,9
35.420;122;6;1;8,15;0;0;48,9
35.420;262;6;1;4,95;0;0;29,7
33.206;7;2;2;67,92;0;0;135,84
33.206;27;30;7;18,6;0;0;558
33.206;181;5;12;33;0;0;165
33.206;38;5;12;31,14;0;0;155,7
33.206;45;2;12;24,9;0;0;49,8
33.206;127;4;1;8,09;0;0;32,36
33.206;129;4;1;7,8;0;0;31,2
33.206;124;5;1;7,79;0;0;38,95
33.206;122;5;1;7,79;0;0;38,95
33.206;157;1;5;54,9;0;0;54,9
41.666;381;1;2;24;0;0;24
44.986;14;1;5;59;0;0;59
44.986;15;1;5;59;0;0;59
44.986;7;1;2;64,9;0;0;64,9
33.216;52;3;5;25,9;0;0;77,7
33.216;60;2;2;29,76;0;0;59,52
33.216;38;2;12;31,15;0;0;62,3
33.216;79;1;7;16,7;0;0;16,7
33.216;64;1;7;22,7;0;0;22,7
33.216;65;1;7;22,7;0;0;22,7
33.216;3;2;2;69,85;0;0;139,7
33.216;37;3;10;38,8833333333333;0;0;116,65
33.216;26;2;7;19,08;0;0;38,16
33.216;24;2;7;23,88;0;0;47,76
33.754;1;1;2;210;0;0;210
33.769;104;8;1;6;0;0;48
33.765;2;6;2;105;0;0;630
33.765;1;3;2;105;0;0;315
33.765;347;6;5;70,4;0;0;422,4
33.768;103;8;2;87;0;0;696
33.770;37;5;10;40,25;0;0;201,25
33.770;27;4;7;20,28;0;0;81,12
33.771;15;2;5;60;0;0;120
33.771;38;1;12;31,5;0;0;31,5
33.771;27;2;7;20,28;0;0;40,56
42.657;385;2;1;6,39;0;0;12,78
42.657;188;3;1;7,5;0;0;22,5
42.659;5;1;2;84;0;0;84
42.659;37;1;10;39,1;0;0;39,1
33.774;52;1;5;27,1;0;0;27,1
33.774;38;1;12;31,5;0;0;31,5
33.774;51;1;12;23,5;0;0;23,5
33.774;40;1;12;24,9;0;0;24,9
33.774;45;1;12;24,9;0;0;24,9
42.659;36;1;10;39,1;0;0;39,1
39.351;367;20;5;21;0;0;420
39.351;26;20;7;19,08;0;0;381,6
39.351;51;6;12;23,5;0;0;141
39.351;104;1;5;69,48;0;0;69,48
42.658;157;1;5;54,9;0;0;54,9
42.658;127;5;1;9,35;0;0;46,75
41.662;297;1;12;9;0;0;9
41.662;296;1;12;9;0;0;9
41.662;79;5;7;16,68;0;0;83,4
41.662;96;1;5;14,4;0;0;14,4
41.662;95;1;5;14,4;0;0;14,4
33.223;7;2;2;67,92;0;0;135,84
33.223;27;6;7;19,8;0;0;118,8
33.223;62;1;2;17;0;0;17
33.223;38;2;12;31,14;0;0;62,28
33.223;64;1;7;22,68;0;0;22,68
33.223;51;2;12;23,5;0;0;47
33.180;102;3;35;141,36;0;0;424,08
33.180;20;40;35;71,76;0;0;2870,4
33.225;38;1;12;31,5;0;0;31,5
33.225;60;1;2;30,5;0;0;30,5
33.225;27;2;7;20,28;0;0;40,56
33.229;27;10;7;18,6;0;0;186
33.229;99;2;12;36,6;0;0;73,2
33.228;36;5;10;38,87;0;0;194,35
33.228;37;5;10;38,87;0;0;194,35
33.228;157;1;5;54,9;0;0;54,9
33.228;105;1;29;53,4;0;0;53,4
33.228;150;1;29;58,8;0;0;58,8
39.302;60;1;2;29,76;0;0;29,76
39.302;38;1;12;31,15;0;0;31,15
39.302;64;1;7;22,78;0;0;22,78
39.302;25;1;7;23,4;0;0;23,4
33.218;2;1;2;105;0;0;105
33.218;7;4;2;67,975;0;0;271,9
33.224;25;30;7;22,8;0;0;684
33.224;19;2;35;57,6;0;0;115,2
33.224;357;1;2;107,76;0;0;107,76
33.224;99;1;12;36,6;0;0;36,6
33.227;177;15;36;23,88;0;0;358,2
33.227;20;2;35;71,76;0;0;143,52
33.227;22;2;35;71,76;0;0;143,52
33.226;24;50;7;23;0;0;1150
33.226;268;50;7;19,8;0;0;990
41.678;225;1;1;80;0;0;80
36.412;64;1;7;22,68;0;0;22,68
36.412;65;1;7;22,68;0;0;22,68
36.412;79;1;7;16,68;0;0;16,68
36.412;38;1;12;31,14;0;0;31,14
36.412;159;1;12;27,4998;0;0;27,5
36.412;24;1;7;23,88;0;0;23,88
41.678;36;6;10;40;0;0;240
33.228;292;1;5;83,88;0;0;83,88
41.679;25;3;7;23,88;0;0;71,64
41.679;24;3;7;23,88;0;0;71,64
41.679;38;1;12;31,15;0;0;31,15
39.262;27;25;7;18,5;0;0;462,5
33.772;15;11;5;63;0;0;693
33.772;323;1;35;71,76;0;0;71,76
33.772;20;2;35;71,76;0;0;143,52
33.772;178;15;7;36;0;0;540
33.772;25;40;7;24,6;0;0;984
39.301;2;2;2;105;0;0;210
39.301;25;3;7;24,6;0;0;73,8
39.301;15;3;5;60;0;0;180
39.301;51;3;12;23,5;0;0;70,5
39.301;287;3;1;6;0;0;18
39.301;190;2;5;22,9;0;0;45,8
39.301;1;2;2;105;0;0;210
39.301;38;3;12;31,14;0;0;93,42
39.306;36;3;10;38,87;0;0;116,61
39.306;37;2;10;38,87;0;0;77,74
39.297;196;10;26;27,92;0;0;279,2
39.271;2;42;2;101;0;0;4242
39.304;401;1;5;7,2;0;0;7,2
39.304;262;6;1;4,91666666666667;0;0;29,5
39.304;129;2;1;8,15;0;0;16,3
42.916;283;2;7;29,88;0;0;59,76
35.420;99;1;12;37,74;0;0;37,74
35.420;177;20;36;23,85;0;0;477
33.230;24;10;7;23,88;0;0;238,8
35.420;178;5;7;35,88;0;0;179,4
35.420;37;30;10;38,87;0;0;1166,1
33.231;37;4;10;38,87;0;0;155,48
33.231;157;1;5;54,9;0;0;54,9
35.420;25;100;7;21;0;0;2100
35.420;2;20;2;103;0;0;2060
35.420;180;15;36;25,5;0;0;382,5
35.420;24;30;7;23,88;0;0;716,4
35.420;183;1;35;107,76;0;0;107,76
35.420;268;15;7;20,28;0;0;304,2
35.420;22;1;35;71,76;0;0;71,76
42.916;102;8;1;5,75;0;0;46
42.916;384;2;5;19,8;0;0;39,6
33.234;64;150;7;19,2;0;0;2880
35.420;147;12;1;3,15;0;0;37,8
35.420;146;18;1;3,15;0;0;56,7
35.418;25;100;7;21;0;0;2100
35.418;177;30;36;23,85;0;0;715,5
35.418;27;150;7;18,6;0;0;2790
35.418;24;10;7;23,88;0;0;238,8
35.418;124;1;5;97,8;0;0;97,8
35.418;356;6;1;9;0;0;54
35.418;306;6;1;10,4;0;0;62,4
35.418;333;6;1;10,9;0;0;65,4
35.418;99;2;12;37,74;0;0;75,48
35.418;100;2;12;62,94;0;0;125,88
44.364;104;1;5;69,48;0;0;69,48
35.424;37;6;10;38,87;0;0;233,22
35.424;24;3;7;23,88;0;0;71,64
35.425;27;2;7;20,28;0;0;40,56
33.237;24;300;7;23;0;0;6900
33.237;268;300;7;19,5;0;0;5850
33.237;177;50;36;23,85;0;0;1192,5
44.986;27;2;7;19,08;0;0;38,16
44.978;37;15;10;37,95;0;0;569,25
35.425;25;1;7;23,88;0;0;23,88
35.425;24;1;7;23,88;0;0;23,88
35.425;38;3;12;31,14;0;0;93,42
44.977;7;4;2;64,898;0;0;259,59
33.237;104;5;5;68;0;0;340
42.658;129;2;1;8,9;0;0;17,8
42.663;7;2;2;65;0;0;130
42.663;403;1;2;105;0;0;105
42.663;52;1;5;26,5;0;0;26,5
44.893;24;2;7;23,88;0;0;47,76
44.905;51;3;12;23,5;0;0;70,5
44.905;38;2;12;31,14;0;0;62,28
44.905;24;1;7;23,88;0;0;23,88
33.236;2;30;2;108;0;0;3240
33.236;181;6;12;34,5;0;0;207
33.236;100;1;12;89,4;0;0;89,4
33.236;141;6;1;23;0;0;138
33.236;231;4;34;10;0;0;40
33.236;42;2;12;29;0;0;58
33.236;225;4;1;75;0;0;300
41.688;403;8;2;108;0;0;864
41.688;1;2;2;108;0;0;216
33.241;37;3;10;38,87;0;0;116,61
33.241;15;1;5;60;0;0;60
33.241;27;2;7;20,28;0;0;40,56
41.689;37;5;10;38,87;0;0;194,35
41.689;36;1;10;37,95;0;0;37,95
41.689;27;5;7;19,08;0;0;95,4
33.244;27;8;7;20;0;0;160
33.244;25;1;7;23,88;0;0;23,88
33.244;24;1;7;23,88;0;0;23,88
41.691;403;1;2;105;0;0;105
41.691;52;1;5;26,5;0;0;26,5
41.691;62;1;2;22;0;0;22
33.245;257;8;1;7,41625;0;0;59,33
33.245;157;8;1;4,575;0;0;36,6
33.245;190;1;5;22,8;0;0;22,8
33.245;24;5;7;23,88;0;0;119,4
33.242;54;1;7;36;0;0;36
33.242;94;1;12;13,88;0;0;13,88
33.242;90;1;12;13,88;0;0;13,88
33.242;76;1;12;13;0;0;13
41.684;37;5;10;38,87;0;0;194,35
41.684;292;1;5;96;0;0;96
41.684;15;3;5;57,9;0;0;173,7
38.007;25;20;7;22,8;0;16,78;439,22
38.007;368;2;29;11,94;0;0;23,88
38.006;177;25;36;23,85;0;22,48;573,77
38.006;25;25;7;22,8;0;10;560
38.006;27;50;7;18,96;0;47,97;900,03
38.006;38;5;12;31,14;0;0;155,7
38.006;181;3;12;33;0;0;99
38.006;40;1;12;25,9;0;0;25,9
38.006;51;5;12;23,5;0;0;117,5
38.006;44;1;12;23,5;0;0;23,5
38.006;45;1;12;25,9;0;0;25,9
38.006;84;1;29;23,88;0;0;23,88
33.243;37;3;10;38,87;0;0;116,61
33.243;25;2;7;23,88;0;0;47,76
33.243;24;1;7;23,88;0;0;23,88
33.243;52;1;5;25,9;0;0;25,9
33.243;60;1;2;29,76;0;0;29,76
33.243;38;3;12;31,14;0;0;93,42
33.243;2;1;2;105;0;0;105
33.243;64;1;7;22,68;0;0;22,68
33.239;190;2;5;22,8;0;0;45,6
33.239;104;1;5;73,2;0;0;73,2
33.239;257;1;5;89;0;0;89
33.239;306;8;1;10,4;0;0;83,2
33.239;333;3;1;10,9;0;0;32,7
33.239;262;1;5;58,9;0;0;58,9
33.240;357;1;2;107,76;0;0;107,76
33.240;24;15;7;23,88;0;0;358,2
33.240;177;10;36;23,85;0;0;238,5
33.240;157;1;5;54,9;0;0;54,9
42.999;52;6;5;27,1;0;0;162,6
33.249;25;10;7;23,88;0;0;238,8
33.249;24;5;7;23,88;0;0;119,4
33.245;262;6;1;4,90833333333333;0;0;29,45
33.245;124;5;1;7,79;0;0;38,95
33.245;122;4;1;7,79;0;0;31,16
33.245;129;3;1;7,79;0;0;23,37
33.245;128;3;1;7,79;0;0;23,37
33.245;333;2;1;10,9;0;0;21,8
33.245;7;1;2;67,92;0;0;67,92
33.247;2;5;2;105;0;0;525
33.247;52;2;5;27,1;0;0;54,2
33.247;38;2;12;31,15;0;0;62,3
33.252;385;1;7;73,08;0;0;73,08
33.252;287;6;1;6;0;0;36
33.252;262;6;1;4,90833333333333;0;0;29,45
33.252;105;1;29;53,4;0;0;53,4
33.252;190;1;5;22,8;0;0;22,8
33.256;37;5;10;38,87;0;0;194,35
33.256;1;3;2;105;0;0;315
33.256;25;6;7;23,88;0;0;143,28
33.256;24;4;7;23,88;0;0;95,52
33.256;99;1;12;36,6;0;0;36,6
33.257;25;5;7;23,88;0;0;119,4
33.257;24;4;7;23,88;0;0;95,52
33.246;37;15;10;37,95;0;0;569,25
33.246;177;10;36;23,85;0;0;238,5
33.246;25;10;7;22,8;0;0;228
33.251;37;4;10;38,87;0;0;155,48
33.251;15;5;5;60;0;0;300
33.772;68;1;7;21,48;0;0;21,48
33.772;69;1;7;25;0;0;25
33.772;169;1;12;19;0;0;19
33.772;170;2;12;19;0;0;38
33.772;166;2;12;19;0;0;38
38.006;268;6;7;19,8;0;0;118,8
38.006;31;4;7;18,6;0;0;74,4
38.006;36;6;10;38,87;0;0;233,22
38.006;24;12;7;23,88;0;0;286,56
38.006;14;2;5;60;0;0;120
38.006;37;24;10;38,87;0;0;932,88
38.006;15;2;5;60;0;0;120
38.006;369;4;29;8,94;0;0;35,76
42.999;416;2;7;23,88;0;0;47,76
33.248;52;2;5;25,9;0;0;51,8
33.248;60;1;2;29,76;0;0;29,76
33.248;15;2;5;60;0;0;120
33.248;208;1;7;30;0;0;30
33.248;99;4;1;6,1;0;0;24,4
37.994;37;40;10;38,87;0;36,85;1517,95
33.255;37;4;10;38,87;0;0;155,48
33.255;25;2;7;23,88;0;0;47,76
33.773;15;4;5;60;0;0;240
33.773;27;2;7;20,28;0;0;40,56
33.778;262;1;5;58,9;0;0;58,9
33.778;139;2;29;39;0;0;78
33.778;157;1;5;54,9;0;0;54,9
37.993;7;5;2;64,8984;0;9,99;314,5
41.682;25;5;7;23,4;0;0;117
41.682;37;2;10;38,87;0;0;77,74
41.682;190;2;5;22,8;0;0;45,6
41.682;60;3;2;29,7666666666667;0;0;89,3
41.682;38;2;12;30,54;0;0;61,08
38.015;25;2;7;22,8;0;0;45,6
38.015;37;3;10;38,87;0;0;116,61
38.015;27;4;7;18,96;0;0;75,84
38.015;36;1;10;38,87;0;0;38,87
38.015;62;1;2;17;0;0;17
38.015;38;1;12;31,14;0;0;31,14
38.015;40;1;12;25,9;0;0;25,9
38.011;25;2;7;23,88;0;0;47,76
38.011;37;1;10;38,87;0;0;38,87
38.011;2;1;2;106;0;0;106
38.011;24;2;7;23,88;0;0;47,76
33.778;51;1;12;23,5;0;0;23,5
33.779;25;12;7;22,8;0;0;273,6
33.781;20;1;35;71,76;0;0;71,76
33.781;22;1;35;71,76;0;0;71,76
33.781;357;1;2;107,76;0;0;107,76
33.777;15;3;5;60;0;0;180
33.777;7;1;2;67,92;0;0;67,92
33.777;384;3;5;19,8;0;0;59,4
33.777;42;1;12;27,54;0;0;27,54
33.776;19;3;35;57,8;0;0;173,4
33.776;20;1;35;72;0;0;72
33.784;37;8;10;38,87;0;0;310,96
33.784;25;10;7;22,8;0;0;228
33.784;24;2;7;23,88;0;0;47,76
33.783;1;2;2;105;0;0;210
33.783;36;1;10;39,56;0;0;39,56
42.999;24;2;7;23,88;0;0;47,76
39.258;20;3;35;71,52;0;0;214,56
39.264;52;10;5;26,5;0;0;265
39.264;62;4;2;21,9975;0;0;87,99
39.264;60;5;2;29,76;0;0;148,8
39.264;53;3;5;26;0;0;78
33.254;7;1;2;67,92;0;0;67,92
33.254;27;1;7;20,28;0;0;20,28
33.254;37;1;10;38,87;0;0;38,87
33.254;25;1;7;23,88;0;0;23,88
33.254;292;3;1;6,99;0;0;20,97
33.254;188;3;1;7,41666666666667;0;0;22,25
33.254;127;2;1;8,09;0;0;16,18
39.264;61;2;2;29,88;0;0;59,76
39.264;181;30;12;32,34;0;0;970,2
39.264;64;50;7;21;0;0;1050
39.264;180;20;36;25,35;0;30,01;476,99
39.258;99;1;12;37,74;0;0;37,74
39.258;100;2;12;62,94;0;0;125,88
39.258;101;1;2;100,56;0;0;100,56
39.258;141;3;1;21,9;0;0;65,7
33.254;150;2;1;9,8;0;0;19,6
38.009;403;25;2;105,9984;0;0;2649,96
38.009;6;20;2;136,56;0;0;2731,2
38.009;10;2;2;145,2;0;0;290,4
38.002;37;16;10;37,95;0;0;607,2
33.259;99;1;12;36,6;0;0;36,6
33.259;100;1;12;62,94;0;0;62,94
